date,open,high,low,close,volume
2021-04-06,13012.034717286404,13023.286617966112,12946.417974468997,13012.034717286404,379343
2021-04-07,13149.84324278379,13262.386733739868,13020.802141835018,13149.84324278379,160038
2021-04-08,13204.035574610401,13294.608732090972,13180.951616294355,13204.035574610401,157786
2021-04-09,13124.467983978266,13230.353658511349,13021.781964608357,13124.467983978266,471780
2021-04-12,13178.523937609816,13275.463204495696,13172.24145853657,13178.523937609816,336042
2021-04-13,13389.092263792365,13403.10553392428,13371.455601433081,13389.092263792365,411438
2021-04-14,13390.633320771436,13435.429859313033,13345.162561379717,13390.633320771436,309087
2021-04-15,13608.181783881118,13678.937844001099,13587.630333560812,13608.181783881118,265250
2021-04-16,13255.343971292905,13295.482182760768,13233.509252649847,13255.343971292905,362678
2021-04-19,13371.463290550297,13493.5453998147,13322.532379271195,13371.463290550297,453972
2021-04-20,13389.562133823878,13434.947786705998,13367.130732329586,13389.562133823878,398276
2021-04-21,13355.58584755219,13388.167561039641,13334.473607415342,13355.58584755219,477864
2021-04-22,13374.297720095605,13518.560131686707,13342.91709781315,13374.297720095605,398254
2021-04-23,13112.741645939039,13152.454562421202,13012.063843287435,13112.741645939039,289826
2021-04-26,13089.953090396983,13138.523058437993,13040.421448795118,13089.953090396983,425724
2021-04-27,13143.30180778787,13162.97027135344,13103.052496750006,13143.30180778787,426160
2021-04-28,13345.340147811869,13432.201049269259,13277.500236944894,13345.340147811869,146233
2021-04-29,13281.983381381178,13385.683210205014,13265.774017405876,13281.983381381178,492007
2021-04-30,13180.075250921713,13182.184336386854,13177.484885877504,13180.075250921713,297780
2021-05-03,13119.696730914764,13169.119800767732,13110.873945801593,13119.696730914764,324522
2021-05-04,13246.991593193403,13277.45782874649,13224.878392341216,13246.991593193403,206311
2021-05-05,13297.193587509293,13342.252149853413,13202.027781545596,13297.193587509293,134409
2021-05-06,13232.525472389369,13365.736462582769,13160.952943493798,13232.525472389369,346231
2021-05-07,13307.281830291906,13316.366400944458,13219.971477141355,13307.281830291906,386198
2021-05-10,13326.639137443772,13350.98167986111,13285.188626048563,13326.639137443772,129709
2021-05-11,13463.093451466182,13475.525292548704,13373.63568410782,13463.093451466182,209321
2021-05-12,13374.239194240397,13464.323140345497,13348.37284585006,13374.239194240397,100363
2021-05-13,13336.439133449156,13401.228490878168,13263.690163267771,13336.439133449156,372502
2021-05-14,13290.08316164253,13369.851164967396,13156.366953807137,13290.08316164253,496456
2021-05-17,13100.371827041403,13143.39962356931,13033.316948556938,13100.371827041403,145689
2021-05-18,13145.709624366897,13214.521563271383,13129.322932341072,13145.709624366897,364080
2021-05-19,13186.558343477178,13221.941357634121,13117.652742789107,13186.558343477178,474416
2021-05-20,13193.517276347928,13271.735317593848,13183.959375702445,13193.517276347928,191074
2021-05-21,13168.604939489502,13215.943000079933,13167.031090820146,13168.604939489502,275037
2021-05-24,12987.01770346721,13051.6961481125,12964.198588964886,12987.01770346721,308606
2021-05-25,12938.140856319129,12987.09846359554,12837.002545053025,12938.140856319129,100882
2021-05-26,12899.610462591578,12991.314481354215,12846.823407681226,12899.610462591578,467371
2021-05-27,12801.444371103391,12897.54056724326,12703.361770185686,12801.444371103391,354822
2021-05-28,12786.730177191002,12807.360277355472,12754.772038813371,12786.730177191002,225865
2021-05-31,12844.892413643427,12861.002029194202,12755.022727298037,12844.892413643427,223745
2021-06-01,13095.202854067351,13182.167712652836,13071.130643712966,13095.202854067351,128885
2021-06-02,13124.4807083783,13160.981858517298,12986.671921444517,13124.4807083783,271128
2021-06-03,13164.799827282179,13194.808183597977,13123.626388122475,13164.799827282179,496419
2021-06-04,13161.190647045181,13303.660690107898,13102.937145473257,13161.190647045181,291313
2021-06-07,12912.928402505233,12954.476926678262,12874.68315228457,12912.928402505233,495460
2021-06-08,12915.626632893092,12975.544816239657,12907.648153331511,12915.626632893092,460466
2021-06-09,12929.617536215961,12933.303325713281,12803.284995096239,12929.617536215961,430763
2021-06-10,13256.780010255747,13274.583354022465,13223.257146259186,13256.780010255747,121584
2021-06-11,13237.390301673318,13338.554967294353,13167.304436556962,13237.390301673318,370665
2021-06-14,13283.92637382056,13317.656637803284,13185.51483607507,13283.92637382056,281089
2021-06-15,13285.604515276067,13321.362459367954,13155.233729075373,13285.604515276067,395685
2021-06-16,13135.43763362909,13205.876899833303,13135.194912293731,13135.43763362909,129063
2021-06-17,13292.994078548603,13317.250650912421,13225.767217846833,13292.994078548603,170268
2021-06-18,13400.068655001241,13456.295990792658,13310.189308165518,13400.068655001241,356306
2021-06-21,13513.286412469062,13583.880441894999,13463.119402013896,13513.286412469062,226218
2021-06-22,13395.861716599005,13527.566921383024,13363.356267294772,13395.861716599005,480350
2021-06-23,13591.642612575386,13731.378774813276,13507.994580156752,13591.642612575386,324126
2021-06-24,13406.074011224622,13480.022476227958,13293.12688057294,13406.074011224622,270635
2021-06-25,13491.75429478259,13506.679792413837,13453.783043469048,13491.75429478259,270824
2021-06-28,13796.046079587859,13815.140724791412,13735.356282775872,13796.046079587859,326305
2021-06-29,13664.880485201873,13685.883864131432,13529.115722161047,13664.880485201873,495783
2021-06-30,13593.391923189407,13648.83510137129,13557.303445620579,13593.391923189407,494890
2021-07-01,13613.518052250727,13672.088409087071,13590.706031080883,13613.518052250727,176411
2021-07-02,13550.918098297858,13590.424271372922,13527.72313851227,13550.918098297858,209876
2021-07-05,13345.580659212263,13356.732340768474,13241.874792952241,13345.580659212263,298153
2021-07-06,13361.15815887273,13380.036135927732,13304.107618439768,13361.15815887273,260212
2021-07-07,13224.462494017202,13240.906526371247,13197.030627769213,13224.462494017202,240399
2021-07-08,13293.885017414148,13400.724353768443,13263.090495167764,13293.885017414148,123331
2021-07-09,13177.022000364559,13209.369939061384,13174.155031634291,13177.022000364559,123004
2021-07-12,13389.146502901112,13438.343434596856,13351.781444256381,13389.146502901112,338441
2021-07-13,13289.822324033596,13333.870195446194,13121.735304080967,13289.822324033596,481387
2021-07-14,13253.011051297342,13330.771361305651,13233.356341632596,13253.011051297342,289167
2021-07-15,13367.989845580209,13380.08931737312,13351.859899702793,13367.989845580209,425361
2021-07-16,13208.512992130343,13294.159100296267,13132.497069742278,13208.512992130343,189044
2021-07-19,13245.084341501155,13271.553844657381,13219.49991686364,13245.084341501155,371189
2021-07-20,13425.892339765833,13469.617577419898,13412.166296768131,13425.892339765833,382260
2021-07-21,13214.760548028798,13249.688262383881,13098.769593023184,13214.760548028798,118667
2021-07-22,13245.645093300136,13284.478941739693,13141.466788275353,13245.645093300136,437201
2021-07-23,13286.64781994721,13368.910975304916,13255.702847199993,13286.64781994721,174205
2021-07-26,13397.674029795262,13399.09897805131,13387.569657340408,13397.674029795262,127302
2021-07-27,13237.021169761823,13257.461315390292,13232.12694230477,13237.021169761823,262007
2021-07-28,13067.153638077227,13178.369159110127,13037.644119241872,13067.153638077227,172534
2021-07-29,13142.118160270258,13157.938193931755,13129.302953348746,13142.118160270258,325414
2021-07-30,13187.714931406277,13359.2662076646,13137.714892595845,13187.714931406277,262696
2021-08-02,13227.290223327598,13264.691024361895,13152.515337496781,13227.290223327598,113440
2021-08-03,13279.77690731704,13396.689590458547,13238.42957666165,13279.77690731704,473145
2021-08-04,13195.080953984125,13244.782972366524,13153.547484850451,13195.080953984125,408645
2021-08-05,13232.252654366435,13257.470574616931,13179.038107637887,13232.252654366435,494485
2021-08-06,13277.640383934213,13363.26475019871,13218.19934680687,13277.640383934213,370012
2021-08-09,13188.364251235977,13232.755055574415,13146.716865509972,13188.364251235977,261323
2021-08-10,13442.654772557433,13451.960852526876,13425.638708080649,13442.654772557433,440053
2021-08-11,13513.25529183542,13595.976564937031,13457.827701487615,13513.25529183542,184523
2021-08-12,13357.433672761601,13371.393744237916,13355.188784743596,13357.433672761601,269801
2021-08-13,13452.186349507736,13509.393147728193,13421.600052053398,13452.186349507736,115734
2021-08-16,13326.43965173237,13365.12120533356,13292.028809314203,13326.43965173237,273501
2021-08-17,13438.5051157699,13478.05318526409,13425.304029837518,13438.5051157699,272409
2021-08-18,13601.833162875413,13715.401975206025,13587.832834706218,13601.833162875413,445744
2021-08-19,13495.799939298926,13522.431979340066,13445.421579279327,13495.799939298926,370577
2021-08-20,13633.269630810497,13714.788611968723,13621.219581662905,13633.269630810497,240183
2021-08-23,13696.482073547935,13726.92953592358,13590.428959702158,13696.482073547935,203986
2021-08-24,13816.487609957203,13899.153830501826,13782.55751164734,13816.487609957203,425897
2021-08-25,14087.208790374081,14130.159485823819,14067.143287602285,14087.208790374081,213783
2021-08-26,14059.075377055324,14068.496164295693,14041.067124803283,14059.075377055324,311655
2021-08-27,13958.964131975054,13959.989291891996,13942.108861050685,13958.964131975054,383895
2021-08-30,13840.46268498356,13894.779464052168,13836.1884594664,13840.46268498356,247525
2021-08-31,13733.248865206542,13777.763847868651,13700.327416785602,13733.248865206542,316916
2021-09-01,13729.116232479782,13737.41878843148,13669.084499689514,13729.116232479782,261149
2021-09-02,13782.861317949297,13811.773105413053,13738.083197894919,13782.861317949297,339654
2021-09-03,13827.861968723702,13889.22256538855,13744.673491978845,13827.861968723702,289216
2021-09-06,13949.732640495211,13980.244772149596,13877.051435743646,13949.732640495211,410714
2021-09-07,13958.203437482196,14008.619167242221,13924.201050035324,13958.203437482196,277169
2021-09-08,14169.341321232841,14195.755322172137,14144.40885488104,14169.341321232841,386647
2021-09-09,14138.292048263598,14260.373644691257,14083.85990196403,14138.292048263598,233851
2021-09-10,14532.650277849343,14561.689142468895,14438.470226845162,14532.650277849343,448984
2021-09-13,14631.215429229,14647.652482359665,14597.847418786334,14631.215429229,231827
2021-09-14,14511.778686891581,14579.446445679414,14498.614572096558,14511.778686891581,401407
2021-09-15,14362.054986918072,14463.908220157793,14319.325757382237,14362.054986918072,470635
2021-09-16,14438.73479320357,14565.854050492202,14398.492375046326,14438.73479320357,417231
2021-09-17,14413.090117435284,14523.03722718595,14383.327243290994,14413.090117435284,151482
2021-09-20,14523.67655510176,14615.363370810708,14456.381222592468,14523.67655510176,222989
2021-09-21,14599.86743397296,14640.152712834899,14597.572395374431,14599.86743397296,402259
2021-09-22,14596.10277104839,14782.801469460572,14534.184013355643,14596.10277104839,376393
2021-09-23,14478.47733336881,14519.324563706656,14436.98724310313,14478.47733336881,344255
2021-09-24,14264.311198551242,14277.473684655748,14136.940421551177,14264.311198551242,210361
2021-09-27,14206.907941244357,14316.4510119014,14181.361812996996,14206.907941244357,386744
2021-09-28,14336.302739487062,14480.102514327968,14314.718909628391,14336.302739487062,399850
2021-09-29,14374.065314813435,14522.2262500999,14360.853068089751,14374.065314813435,381366
2021-09-30,14200.431259885261,14286.227867856785,14009.220062755701,14200.431259885261,461185
2021-10-01,14231.980217992179,14304.852406038859,14207.08848284266,14231.980217992179,466648
2021-10-04,14294.029155729451,14336.377143166637,14222.269227323432,14294.029155729451,141139
2021-10-05,14173.498255107226,14228.658751881683,14166.732943409515,14173.498255107226,214919
2021-10-06,14202.208006814264,14241.34827778268,14076.074907318105,14202.208006814264,347677
2021-10-07,14217.303238468876,14275.466146643832,14211.573683085393,14217.303238468876,403446
2021-10-08,14060.289228261594,14060.526457497526,14001.724182737664,14060.289228261594,325756
2021-10-11,14117.68822335698,14129.701290563062,14053.072250791723,14117.68822335698,449982
2021-10-12,14204.206601120175,14236.395325370511,14165.177683140219,14204.206601120175,239718
2021-10-13,14366.025481409064,14416.047080484548,14357.638170800692,14366.025481409064,244615
2021-10-14,14525.452690580583,14594.833893641364,14479.293863793348,14525.452690580583,325568
2021-10-15,14330.674917247383,14337.009568986856,14206.080349983253,14330.674917247383,253857
2021-10-18,14202.039949692327,14306.959655882423,14179.228436702546,14202.039949692327,440497
2021-10-19,14282.52657467135,14364.057600234473,14151.658851305887,14282.52657467135,451136
2021-10-20,14363.289493623362,14377.19742800743,14304.82000636812,14363.289493623362,413572
2021-10-21,14444.691759267667,14496.46314660402,14409.875232848874,14444.691759267667,123777
2021-10-22,15012.484770064139,15152.59153274702,14984.806766272528,15012.484770064139,157939
2021-10-25,15106.015942553724,15112.260821346132,15076.272401228778,15106.015942553724,448594
2021-10-26,15286.10406858972,15295.40929400591,15138.771050299501,15286.10406858972,123548
2021-10-27,15440.365690060085,15557.206777506015,15418.835382107221,15440.365690060085,225549
2021-10-28,15549.090525408938,15598.133265347076,15483.383336397857,15549.090525408938,237799
2021-10-29,15507.085826211043,15586.496591145782,15503.29456210708,15507.085826211043,341532
2021-11-01,15633.094563108165,15778.020585199456,15523.257234337167,15633.094563108165,281789
2021-11-02,15518.767311274356,15613.512000274774,15514.701048901423,15518.767311274356,247764
2021-11-03,15489.115343083138,15534.196235432983,15357.139908592811,15489.115343083138,131625
2021-11-04,15420.718286690422,15438.181024114312,15324.578457294077,15420.718286690422,387062
2021-11-05,15440.786874771713,15514.859358639416,15435.999921301702,15440.786874771713,476970
2021-11-08,15808.366478821921,15837.786384432082,15733.1621845332,15808.366478821921,214881
2021-11-09,15518.37663995181,15602.854695685797,15489.93867003552,15518.37663995181,377721
2021-11-10,15633.104666386427,15780.414341253998,15499.920652111707,15633.104666386427,447299
2021-11-11,15386.438386621714,15505.163493938278,15315.317191787299,15386.438386621714,211776
2021-11-12,15320.577727546268,15358.025005363983,15200.855933259072,15320.577727546268,461390
2021-11-15,15496.025625972426,15582.773728160088,15474.796606885597,15496.025625972426,333996
2021-11-16,15513.444277134347,15524.372431838707,15494.565658124438,15513.444277134347,357831
2021-11-17,15352.314573152704,15488.062760371042,15329.298521601411,15352.314573152704,312803
2021-11-18,15248.94140192409,15273.581229607078,15103.7610655458,15248.94140192409,258761
2021-11-19,15360.653498891515,15371.989859809886,15235.774541379966,15360.653498891515,242226
2021-11-22,15254.892124167409,15290.43880697703,15085.655858624978,15254.892124167409,457092
2021-11-23,15295.437918721513,15417.396327542385,15283.274588011793,15295.437918721513,121341
2021-11-24,15309.746976000912,15349.062414393058,15287.117295387774,15309.746976000912,459698
2021-11-25,15216.490351246459,15257.019537180542,15101.100467648703,15216.490351246459,305753
2021-11-26,15552.548302009256,15643.524242492847,15437.697832003732,15552.548302009256,469942
2021-11-29,15659.324223693955,15884.212649960165,15567.891030618432,15659.324223693955,408474
2021-11-30,15347.15045583031,15349.26183276826,15330.516019869247,15347.15045583031,349141
2021-12-01,15383.300259340409,15519.615651573738,15298.899588050863,15383.300259340409,449903
2021-12-02,15288.016249503142,15415.003038836365,15243.00322142327,15288.016249503142,299488
2021-12-03,15426.646618801013,15461.90393090668,15362.065860546003,15426.646618801013,356139
2021-12-06,15310.76677499917,15356.868417025626,15264.231593276674,15310.76677499917,448951
2021-12-07,15300.351715406465,15336.213770371845,15259.107880526764,15300.351715406465,395457
2021-12-08,15385.513225651139,15462.316587545785,15343.336241673482,15385.513225651139,409044
2021-12-09,15527.093528190026,15550.52328346276,15462.397260247899,15527.093528190026,178840
2021-12-10,15346.642923895368,15405.42672631241,15261.863250070226,15346.642923895368,265767
2021-12-13,15302.21032455551,15396.084275785823,15285.336468048292,15302.21032455551,261297
2021-12-14,15236.245429225386,15243.875289675316,15143.459806388892,15236.245429225386,448216
2021-12-15,15143.171026647185,15158.592358810029,15104.313925056786,15143.171026647185,458511
2021-12-16,15419.841253538594,15487.53301409438,15364.490276897372,15419.841253538594,149156
2021-12-17,15490.12523612458,15554.167637321421,15472.270959554317,15490.12523612458,308281
2021-12-20,15300.644986240823,15317.971351850136,15210.392203268591,15300.644986240823,187453
2021-12-21,15449.48001104834,15477.858041319867,15434.485701226311,15449.48001104834,258901
2021-12-22,15787.290839322175,15859.405970325563,15745.358666487296,15787.290839322175,125938
2021-12-23,15959.095434473886,16023.185482098226,15920.484266199768,15959.095434473886,159164
2021-12-24,15722.300451244408,15839.642942051009,15635.647609420526,15722.300451244408,299271
2021-12-27,15653.052675985187,15674.272236029297,15599.725894443953,15653.052675985187,160282
2021-12-28,15860.384474643588,15862.078942161335,15827.981129647094,15860.384474643588,409945
2021-12-29,15754.81066121762,15813.67155386174,15730.56334030406,15754.81066121762,365470
2021-12-30,15832.788621473872,16024.701039516714,15766.402863034948,15832.788621473872,496875
2021-12-31,15963.943766942717,16034.508021917378,15893.169145029948,15963.943766942717,258666
2022-01-03,15822.401207329938,15880.694406164785,15780.090734988436,15822.401207329938,215819
2022-01-04,15820.442888994698,15842.696521747142,15723.227809738117,15820.442888994698,366907
2022-01-05,15311.139902375697,15316.268423593649,15262.350361997569,15311.139902375697,241900
2022-01-06,15160.3455923928,15199.454676618114,15125.599088188808,15160.3455923928,409732
2022-01-07,15128.97190589726,15247.170467749826,14971.099040240864,15128.97190589726,373365
2022-01-10,14945.907081505624,14985.442942289823,14902.218870102608,14945.907081505624,113569
2022-01-11,15198.93157199435,15259.291444572471,15196.57125901733,15198.93157199435,327966
2022-01-12,14987.084612342349,15081.075320909367,14918.917100638591,14987.084612342349,137860
2022-01-13,14927.7501290292,14949.660926328088,14857.85046324369,14927.7501290292,302630
2022-01-14,14954.529492200958,15055.964705230079,14904.597846843444,14954.529492200958,407481
2022-01-17,15178.890201356511,15214.289648806405,15156.714394652008,15178.890201356511,244587
2022-01-18,14966.447369516029,14969.114501360911,14952.42912004222,14966.447369516029,171695
2022-01-19,15149.034721820346,15271.373161617692,14979.499508474832,15149.034721820346,353078
2022-01-20,15157.811012660266,15246.085507729613,14997.085152019456,15157.811012660266,342599
2022-01-21,15015.077684457361,15070.227432417214,14969.517045509774,15015.077684457361,468893
2022-01-24,15092.161425199098,15153.303728072007,15057.624026004754,15092.161425199098,255976
2022-01-25,15129.628072430889,15144.800759215339,14921.78444044271,15129.628072430889,291007
2022-01-26,15045.304194707205,15131.712186364992,15007.711232129825,15045.304194707205,405934
2022-01-27,15063.05358184612,15139.56047429052,15023.41908354585,15063.05358184612,430724
2022-01-28,15011.727649632463,15016.357255169403,14907.520906571659,15011.727649632463,105636
2022-01-31,15036.051718959108,15068.290254343674,15007.105679589899,15036.051718959108,361578
2022-02-01,15143.557088721447,15196.037510381957,15114.558010947569,15143.557088721447,439273
2022-02-02,15392.846349001748,15406.426037751555,15381.97460173642,15392.846349001748,496108
2022-02-03,15208.135008744259,15236.044053387992,15046.125295394193,15208.135008744259,383816
2022-02-04,15542.335997255075,15606.649423641898,15482.637323873043,15542.335997255075,367956
2022-02-07,15243.938608221646,15250.504468544812,15227.521152693642,15243.938608221646,327693
2022-02-08,15227.876687754459,15309.508691087698,15189.17742690837,15227.876687754459,100654
2022-02-09,15325.424494625786,15549.279175911463,15024.568197036073,15325.424494625786,154633
2022-02-10,15376.125938162919,15409.68893080426,15215.898023027492,15376.125938162919,117143
2022-02-11,15286.943934959027,15356.03594114173,15155.117230010477,15286.943934959027,155934
2022-02-14,15262.156390249067,15442.473612103224,15240.22104527368,15262.156390249067,429478
2022-02-15,15193.58669790524,15270.293852922978,15171.758914805934,15193.58669790524,203463
2022-02-16,15110.568212147075,15157.347075620875,15107.129632711512,15110.568212147075,225851
2022-02-17,15247.158300338073,15404.013095982686,15214.816307677696,15247.158300338073,129087
2022-02-18,15309.283888870785,15310.87557274031,15265.665218532617,15309.283888870785,242690
2022-02-21,15209.655940875527,15265.019312175731,15184.597368387636,15209.655940875527,370590
2022-02-22,15354.806325732045,15368.848022886197,15238.326784357601,15354.806325732045,464271
2022-02-23,15409.676396242621,15515.608399762112,15351.845485836264,15409.676396242621,411011
2022-02-24,15543.263967913348,15593.465926663095,15510.918870427848,15543.263967913348,422245
2022-02-25,15649.304042500267,15711.838036002297,15560.880049121517,15649.304042500267,258272
2022-02-28,15525.998577318662,15563.473953511704,15491.06408235357,15525.998577318662,326179
2022-03-01,15445.73065981075,15519.354944378032,15348.642718796493,15445.73065981075,450218
2022-03-02,15569.423191590235,15578.97272190408,15527.748898994923,15569.423191590235,292537
2022-03-03,15672.619578211928,15799.934415294474,15644.530042238763,15672.619578211928,317508
2022-03-04,15676.781006813215,15702.105221875616,15619.485799513479,15676.781006813215,218422
2022-03-07,15702.784700281152,15722.597963842407,15643.277282136205,15702.784700281152,450036
2022-03-08,15912.477209008071,15935.694409837824,15857.936577657581,15912.477209008071,319631
2022-03-09,15825.176765480048,15948.86561980904,15678.90395769433,15825.176765480048,482188
2022-03-10,15919.976122221482,15990.271555048897,15906.001253120128,15919.976122221482,139148
2022-03-11,15895.113578612027,15901.299734047823,15841.971858279469,15895.113578612027,445072
2022-03-14,15867.80847844885,15882.127581964165,15860.027893772067,15867.80847844885,251770
2022-03-15,16051.094680801601,16307.359040288911,15947.09387747729,16051.094680801601,413804
2022-03-16,16192.273774018126,16216.461218433333,16134.076119929168,16192.273774018126,397594
2022-03-17,16332.75141416129,16394.14549584427,16271.911481274019,16332.75141416129,287535
2022-03-18,16555.43508780758,16590.72776534845,16539.31859556942,16555.43508780758,395901
2022-03-21,16566.823394479445,16661.953880691497,16561.506423508596,16566.823394479445,178012
2022-03-22,16688.583422566535,16698.035036044374,16680.927327611815,16688.583422566535,468894
2022-03-23,16644.34191301896,16764.03786520436,16623.350036006956,16644.34191301896,489187
2022-03-24,16706.649677386973,16783.4358563033,16696.940687858092,16706.649677386973,156116
2022-03-25,16692.690800185464,16748.45641333484,16674.77009629852,16692.690800185464,244233
2022-03-28,16716.958933047834,16873.53814301983,16585.052259248994,16716.958933047834,132152
2022-03-29,16825.198056704583,16916.058169786633,16742.296126027617,16825.198056704583,206379
2022-03-30,16694.454509688658,16731.79348487997,16621.904200657023,16694.454509688658,326905
2022-03-31,17054.478299567087,17163.713628280097,17015.63335476124,17054.478299567087,120836
2022-04-01,16889.67214996893,16895.402436600813,16814.577219713214,16889.67214996893,321439
2022-04-04,16691.02122349066,16762.189541042157,16611.296514028865,16691.02122349066,286720
2022-04-05,16893.797951746248,16934.742843126016,16819.799164199878,16893.797951746248,257403
2022-04-06,17036.641778057212,17108.737153794984,16911.194964258117,17036.641778057212,241835
2022-04-07,17151.92408110469,17207.114670436273,17100.12693188928,17151.92408110469,431588
2022-04-08,17268.716985173894,17357.647494497032,17248.896931355168,17268.716985173894,193109
2022-04-11,17274.808604670186,17303.72450360871,17133.199729080112,17274.808604670186,250259
